Title, Artist, Genre, Verse1, Verse2, Verse3, Verse4, Verse5, Verse6, Verse7, Verse8, Chorus1, Chorus2, Chorus3, Chorus4, Chorus5, Chorus6, Chorus7, Chorus8
The Way I Feel,Gordon Lightfoot,Singer-Songwriter,E,D,E,D,E,E,E,D,,,,,,,,
You're So Vain,Carly Simon,Singer-Songwriter,,,,,,,,,,,,,,,,
I Love You Always Forever,Donna Lewis,Singer-Songwriter,C,C,F,B-,C,C,F,B-,C,F,C,F,,,,
Don't Dream It's Over,Crowded House,Singer-Songwriter,E-,C,A-,G,E-,C,A-,G,A-,B-,E-,C,A-,B-,E-,C
What a Wonderful World,Louis Armstrong,Blues,F,A,B-,A,G,F,C,D,,,,,,,,
Wonderful World,Sam Cooke,Blues,,,,,,,,,B,G#,E,F#,B,G#,E,F#
On the Road Again,Canned Heat,Blues,E,G,A,E,E,G,A,E,,,,,,,,
Pony Blues,Charley Patton,Blues,F,F,F,F,F,F,F,F,,,,,,,,
Knowing Me Knowing You,ABBA,Blues,D,E,E,B,B,F#,F#,D,B,G,A,A,D,G,A,A
You Know Im No Good,Amy Winehouse,Blues,D,G,C,D,D,G,C,D,,,,,,,,
Payphone,Maroon 5,Blues,,,,,,,,,E,B,G#,F#,E,B,G#,F#
Sweet Home Alabama,Lynyrd Skynyrd,Blues,,,,,,,,,,,,,,,,
Breakfast At Tiffany's,Deep Blue Something,Blues,D,G,A,D,G,A,D,G,G,A,D,A,B,G,D,A
Gold,Chet Faker,Blues,,,,,,,,,E-,D,A-,C,E-,D,A-,C
House of the Rising Sun,Animals,Blues,A,C,D,F,A,C,E,A,,,,,,,,
I'm Not the Only One,Sam Smith,Blues,F,C,D,B-,F,C,D,B-,,,,,,,,
Something Good,Alt-J,Blues,E,C,G,E,C,G,E,C,E,D,G,B,E,D,G,B
Malibu,Hole,Blues,,,,,,,,,G,E,D,A,G,E,D,A
Paperhouse,Can,Blues,,,,,,,,,,,,,,,,
SPONGEBOB CAVE EATEN ALIVE,Grand Channel,Blues,C,B,C,B,B,F,B,G,,,,,,,,
Castles Made of Sand,Jimi Hendrix,Blues,F,A,E,F,C,G,G,F,B,G,B,F#,B,G,B,G
Broken Strings,James Morrison ft Nelly Furtado,Blues,B-,D-,G-,B-,D-,G-,E-,B-,E-,B-,D-,A-,E-,B-,D-,A-
Jessie's Girl,Rick Springfield,Blues,,,,,,,,,,,,,,,,
Trouble In Mind,Nina Simone,Blues,B-,F,E-,A,B-,G,C,F,,,,,,,,
Sakuranbo,Ai Ootsuka,Blues,,,,,,,,,D,G,D,E,B,C,D,B
Old Money,Lana Del Rey,Blues,B-,G-,D-,F,B-,B-,G-,D-,D-,B-,F,A-,D-,B-,F,A-
It's Over Isn't It - Steven Universe,Rebecca Sugar,Blues,,,,,,,,,C,G,F,G,C,G,G,G
Rockin Robin,Jackson 5,Blues,,,,,,,,,F,B-,C,F,F,F,F,F
Money For Nothing,Dire Straits,Blues,G,C,G,B-,C,G,F,G,E-,B-,E-,F,G,E-,F,
The Sweet Escape,Gwen Stefani,Blues,,,,,,,,,E-,G-,D-,A-,B-,F,E-,A-
Burning Desire,Lana Del Rey,Blues,,,,,,,,,B,D,G,B,D,G,B,D
Big Country,Bela Fleck,Blues,,,,,,,,,E,A,E,G#,C#,E,E,A
Hotel California,Eagles,Blues,B,F#,A,E,G,D,E,F#,G,D,F#,B,G,D,E,F#
All About That Bass,Meghan Trainor,Blues,,,,,,,,,A,A,A,A,A,A,B,B
Who Says,John Mayer,Blues,,,,,,,,,D,G,D,A,A,C#,B,A
Don't Fish In My Sea,Ma Rainey,Blues,F,B-,F,B-,F,B-,F,B-,,,,,,,,
When Your Ways Get Dark,Charley Patton,Blues,B,B,B,B,B,B,B,B,,,,,,,,
K3 Loves You,K3,Blues,D,D,D,D,A,A,D,D,G,G,C,C,A,A,G,D
Ms Jackson,Outkast,Blues,,,,,,,,,E,F#,G#,F#,,,,
La vie en rose,Edith Piaf,Blues,,,,,,,,,G,B,E,A,D,A,D,E
Respect,De Embryo's,Blues,C,C,E-,E-,C,C,C,C,G,A,C,E,C,,,
Wicked Wonderland,Martin Tungevaag,Blues,,,,,,,,,,,,,,,,
Poor Me,Charley Patton,Blues,F,F,F,F,E-,E-,E-,E-,,,,,,,,
Stop,Sam Brown,Blues,E,E,D,E,B,B,B,F#,G,F#,B,E,E,G,F#,F#
Ex's And Oh's,Elle King,Blues,,,,,,,,,G,G,G,G,D,D,D,D
Baby Doll,Bessie Smith,Blues,F,C,C,C,F,C,C,C,F,F,C,C,C,F,F,C
Worries,Langhorne Slim,Blues,A,A,D,E,A,A,D,E,,,,,,,,
Dance of Swords - Steven Universe,Aivi Tran and Steven 'surasshu' Velema,Blues,,,,,,,,,,,,,,,,
I See Fire,Ed Sheeran,Blues,B-,D-,A-,G-,B-,D-,A-,E-,B-,G-,A-,B-,B-,G-,A-,B-
Fly on the Wall,Miley Cyrus,Blues,,,,,,,,,,,,,,,,
Candyman,Christina Aguilera,Blues,,,,,,,,,E,B,A,B,B,B,B,
Knockin' On Heaven's Door,Bob Dylan,Blues,G,D,A,G,D,A,G,D,,,,,,,,
Backwater Blues,Bessie Smith,Blues,E,A,E,A,E,B,E,,,,,,,,,
Please Send Me Someone To Love,Sade,Blues,E,B,A,D#,E,D#,A,B,,,,,,,,
Bethena,Scott Joplin,Blues,G,D,D,F#,E,C,G,D,,,,,,,,
Need Your Love So Bad,Fleetwood Mac,Blues,A,E,D,D,A,F#,B,E,,,,,,,,
Take Me To Church,Hozier,Blues,E,A,E,A,G,A,E,A,G,B,B,B,E,B,G,A
All Along The Watchtower,Jimi Hendrix,Blues,C#,B,A,B,C#,B,A,B,,,,,,,,
I Rave You,Basto,Blues,G#,B#,D#,D#,G#,B#,D#,D#,,,,,,,,
Playgirl,Ladytron,Blues,G#,B,F#,C#,F#,C#,G#,B,B,F#,C#,G#,B,F#,C#,G#
Worth It,Fifth Harmony,Blues,,,,,,,,,A-,E-,C,B-,G,A-,E-,C
Vitamin C,Can,Blues,E,E,E,E,A,B,A,C,,,,,,,,
Smile,Lily Allen,Blues,,,,,,,,,G,F,G,F,G,F,G,F
Chasing Pavements,Adele,Blues,,,,,,,,,A-,G,C,F,F,F,G,B-
Mercy,Duffy,Blues,,,,,,,,,G,G,G,G,G,G,G,G
Hard To Say Im Sorry,Chicago,Blues,,,,,,,,,,,,,,,,
Be Like That,3 Doors Down,Blues,G,D,E,C,,,,,,,,,,,,
Summertime,George Gershwin,Blues,,,,,,,,,E,A,E,A,E,A,E,A
Location,Khalid,Blues,,,,,,,,,A,G#,C#,F#,,,,
Fooled Around And Fell In Love,Elvin Bishop,Blues,F,A,B-,B-,F,A,B-,B-,F,A,B-,B-,,,,
I Wanna Be Where You Are,Jackson 5,Blues,B,E,G,C#,D,B,E,G,F#,B,E,A,F#,B,E,A
Piano Man,Billy Joel,Blues,C,G,F,C,F,C,G,G,C,G,F,C,F,C,G,G
Memories,David Guetta,Blues,B-,A,E-,B-,A,E-,B-,A,,,,,,,,
Sorrowful Blues,Bessie Smith,Blues,F,F,F,B-,F,C,F,,,,,,,,,
El Poeta,Chino y Nacho,Blues,,,,,,,,,C,G,F,G,C,G,F,G
Don't Stop Believing,Journey,Blues,E,B,C#,A,E,B,G#,A,,,,,,,,
The Man Comes Around,Johnny Cash,Blues,C,C,C,C,C,C,C,C,C,C,C,C,C,F,C,G
Stairway to Heaven,Led Zeppelin,Blues,,,,,,,,,,,,,,,,
Get Lucky,Daft Punk,Blues,E,B,D#,F#,E,B,D#,F#,,,,,,,,
Pink Houses,John Mellencamp,Blues,,,,,,,,,G,C,G,C,G,C,D,D
Turn Me On,Nina Simone,Blues,G,D,C,G,E,A,D,G,,,,,,,,
Desperado,Eagles,Blues,E,B,C,G,E,D,D,D,G,D,C,A,G,E,D,D
Let Me Love You,Ne-Yo,Blues,B-,D,C,B-,F,C,B-,D,,,,,,,,
Hurt,Christina Aguilera,Blues,E,D,E,C,A,D,E,,E,B,E,C,E,C,C,A
Stand By Me,Ben E King,Blues,A,A,F#,F#,D,E,A,A,A,A,F#,F#,D,E,A,A
Nancy Sinatra,Bang Bang My Baby Shot Me Down,Blues,,,,,,,,,,,,,,,,
Caramelldansen,Caramell,Blues,,,,,,,,,F#,C#,D#,B,F#,C#,D#,B
Chocolate Disco,Perfume,Blues,,,,,,,,,E-,C,A-,B-,E-,C,A-,B-
Suikoden Touching Theme,Miki Higashino,Blues,D,B-,B-,A,A,C,G,B-,,,,,,,,
Snob,BRICH,Blues,,,,,,,,,,,,,,,,
Still Dre,Dr DRE,Blues,,,,,,,,,,,,,,,,
Popcorn,Gershon Kingsley,Blues,,,,,,,,,G,G,G,F,E-,G,G,G
B-A-B-Y,Carla Thomas,Blues,,,,,,,,,,,,,,,,
Gravity,John Mayer,Blues,G,C,G,C,A,D,G,E,,,,,,,,
Layla,Eric Clapton,Blues,,,,,,,,,,,,,,,,
Retrograde,James Blake,Blues,,,,,,,,,G,D,C,G,A,G,F,E-
I'm Gonna Find Another You,John Mayer,Blues,A,E,D,D,A,F#,B,E,,,,,,,,
Days Go By - Acoustic,Dirty Vegas,Blues,D,G,G,D,A,,,,D,A,G,G,G,D,A,G
Bailamos,Enrique Iglesias,Blues,A,D,G,F,A,A,D,G,A,F,C,G,E,A,G,F
Jolene,Miley Cyrus,Blues,,,,,,,,,,,,,,,,
Too Late To Apologize,One Republic,Blues,C,F,E-,B-,C,F,E-,B-,C,F,E-,B-,C,F,E-,B-
Best Night,Justice Crew,Blues,,,,,,,,,A-,E-,C,B-,A-,E-,C,B-
Self Control,Laura Branigan,Blues,,,,,,,,,F#,C#,F#,E,E,B,D,A
Look Inside,4hero and Face,Blues,,,,,,,,,F#,G#,E#,C#,C#,F#,G#,E#
Any Man Of Mine,Shania Twain,Country,,,,,,,,,D-,D-,D-,D-,D-,A-,A-,A-
Night Minds,Missy Higgins,Country,E-,B-,A-,A-,E-,B-,A-,A-,E-,B-,A-,A-,E-,B-,A-,A-
Rock Your Body,Justin Timberlake,Country,,,,,,,,,G,A,E,E,G,A,E,E
Cowboy Casanova,Carrie Underwood,Country,,,,,,,,,D,C,C,F,F,F,F,B-
Love You Like That,Canaan Smith,Country,,,,,,,,,E,B,G#,F#,E,B,G#,F#
Acoustic Guitar,Magnetic Fields,Country,D,A,G,D,D,D,A,A,,,,,,,,
United Breaks Guitars,Dave Carroll,Country,D,G,A,A,D,G,G,A,G,D,G,D,A,G,A,G
Million Reasons,Lady Gaga,Country,C,A,F,G,C,A,F,G,F,C,A,G,F,C,A,G
Something In The Water,Brooke Fraser,Country,C,F,C,A,G,C,C,F,A,C,G,C,F,C,F,G
Down To The River To Pray,Alison Krauss,Country,E,B,E,B,A,E,,,B,E,A,E,B,E,A,E
Everything I Do,Bryan Adams,Country,D-,A-,G-,A-,D-,A-,G-,D-,,,,,,,,
Brown Eyes,Lady Gaga,Country,B-,D,E-,E-,B-,D,E-,E-,B-,F,E-,F,D,B-,F,E-
Annie's Song,John Denver,Country,D,G,A,B,G,D,F#,B,,,,,,,,
Can't Fight The Moonlight,LeAnn Rimes,Country,B,E,A,G,B,E,A,G,C#,F#,B,A,B,C#,F#,B
Ka-Ching,Shania Twain,Country,,,,,,,,,G-,D-,E-,F,F,G-,D-,E-
So Small,Carrie Underwood,Country,C,A-,E-,B-,C,A-,E-,B-,C,A-,E-,B-,C,A-,E-,B-
Breathe,Faith Hill,Country,A,G,C,G,A,G,C,C,,,,,,,,
Time Well Wasted,Brad Paisley,Country,,,,,,,,,,,,,,,,
Ready To Run,Dixie Chicks,Country,,,,,,,,,B,C,D,B,C,D,C,C
Absolutely,Nine Days,Country,,,,,,,,,C,G,D,D,B,C,D,G
Tiny Dancer,Elton John,Country,C,F,C,F,C,C,F,F,F,C,D,D,C,F,C,G
Beer In The Headlights,Luke Bryan,Country,,,,,,,,,G,B,A,A,G,B,A,A
Because Of You,Kelly Clarkson,Country,A-,C,F,E-,A-,C,F,E-,F,D-,E-,F,D-,E-,E-,B-
Kick A Little,Little Texas,Country,,,,,,,,,E,A,E,A,E,A,B,B
SPONGEBOB CAVE EATEN ALIVE,Grand Channel,Country,C,B,C,B,B,F,B,G,,,,,,,,
San Francisco,Scott McKenzie,Country,,,,,,,,,E,C,G,D,E,C,G,D
Big Country,Bela Fleck,Country,,,,,,,,,E,A,E,G#,C#,E,E,A
Two Feet of Topsoil,Brad Paisley,Country,C,A,G,C,C,C,A,G,G,F,C,G,F,C,G,F
I Need U,BTS,Country,,,,,,,,,D-,E-,F,D-,E-,F,D-,E-
Superman,Eminem,Country,,,,,,,,,,,,,,,,
That Don't Impress Me Much,Shania Twain,Country,,,,,,,,,G-,D-,A-,B-,G-,D-,A-,B-
Landslide,Dixie Chicks,Country,,,,,,,,,E,A,D,A,B,G,D,E
Bible Days,Jessica Lea Mayfield,Country,,,,,,,,,,,,,,,,
Slim Chances,Jack Wall,Country,,,,,,,,,,,,,,,,
We Are Tonight,Billy Currington,Country,,,,,,,,,B,B,G#,G#,F#,F#,E,E
I Can't Make You Love Me,Bonnie Raitt,Country,E-,G,G,E-,E-,B-,G,C,B-,E-,B-,E-,E-,B-,B-,E-
She's Everything,Brad Paisley,Country,,,,,,,,,,,,,,,,
Wake Me Up,Avicii,Country,B,G,D,D,B,G,D,F#,B,G,D,D,B,G,D,F#
La vie en rose,Edith Piaf,Country,,,,,,,,,G,B,E,A,D,A,D,E
Stuck On Fuckin You,Lady Gaga,Country,A,G#,G#,A,G#,G#,A,G#,F,C,G,A,G,F,C,G
Need You Now,Lady Antebellum,Country,,,,,,,,,A,E,E,G#,G#,E,E,G#
Blown Away,Carrie Underwood,Country,A,C,G,G,E,A,C,G,A,C,G,G,E,A,C,G
Down On The Corner,Creedence Clearwater Revival,Country,C,G,C,C,G,C,F,C,F,C,G,C,F,C,G,C
21,Hunter Hayes,Country,,,,,,,,,E,B,F#,G#,F#,E,B,F#
Good Girl,Carrie Underwood,Country,,,,,,,,,A-,E-,B-,C,A-,E-,B-,A-
Unwell,Matchbox 20,Country,D,E,A,F#,D,E,F#,D,A,D,F#,E,A,D,F#,E
I Walk The Line,Johnny Cash,Country,A,D,A,D,G,D,A,D,,,,,,,,
I See Fire,Ed Sheeran,Country,B-,D-,A-,G-,B-,D-,A-,E-,B-,G-,A-,B-,B-,G-,A-,B-
Non Je ne regrette rien,Edith Piaf,Country,G,D,D,G,C,A,A,D,,,,,,,,
Cotton Eye Joe,Rednex,Country,A,A,D,E,A,A,D,E,A,A,D,E,A,A,D,E
Seminole Wind,John Anderson,Country,,,,,,,,,E,G#,D#,A,E,G#,D#,A
Rise Up,Beyonce ,Country,B,F#,C#,C#,,,,,,,,,,,,
Not Fair,Lily Allen,Country,,,,,,,,,G,B-,F,C,G,B-,C,C
The Days,Avicii,Country,C,G,D,D,D,E,A,C,F,C,G,A,F,C,G,A
Crash My Party,Luke Bryan,Country,E,C,G,D,E,C,G,D,C,G,E,D,C,G,E,D
Four Chord Songs,Axis of Awesome,Country,,,,,,,,,D,A,B,G,D,A,B,G
Merry Go 'Round,Kacey Musgraves,Country,,,,,,,,,B,B,B,G#,C#,F#,F#,F#
Roller Coaster,Luke Bryan,Country,A-,A-,E-,E-,F,F,D-,D-,A-,A-,E-,E-,F,F,D-,D-
Brand New Day,Ryan Star,Country,,,,,,,,,F#,A,E,C#,D,A,E,F#
Ain't No Grave,Johnny Cash,Country,D,D,G,A,D,,,,,,,,,,,
Drink In My Hand,Eric Church,Country,C,A,F,C,C,A,F,C,,,,,,,,
Badge and Gun,John Mayer,Country,,,,,,,,,G,G,C,G,G,D,G,G
Bonfire Heart,James Blunt,Country,,,,,,,,,C,E,A,G,F,A,G,C
Hard To Say Im Sorry,Chicago,Country,,,,,,,,,,,,,,,,
Summertime,Kenny Chesney,Country,,,,,,,,,E,B,A,B,E,B,A,B
Fooled Around And Fell In Love,Elvin Bishop,Country,F,A,B-,B-,F,A,B-,B-,F,A,B-,B-,,,,
Smoke Rings in the Dark,Gary Allan,Country,D,B,E,G,D,A,G,,B,G,D,A,B,G,D,A
I Wanna Be Where You Are,Jackson 5,Country,B,E,G,C#,D,B,E,G,F#,B,E,A,F#,B,E,A
One Call Away,Charlie Puth,Country,,,,,,,,,D-,A-,B-,G-,D-,A-,D-,A-
Love Me Tender,Elvis Presley,Country,D,D,A,A,A,A,D,D,D,A,B,A,G,G,D,D
Sorrowful Blues,Bessie Smith,Country,F,F,F,B-,F,C,F,,,,,,,,,
Dust On The Bottle,David Lee Murphy,Country,,,,,,,,,B,B,F#,F#,E,E,B,B
The Singularity Song,Animation Domination High-Def,Country,,,,,,,,,C,F,C,C,E,D,C,C
You And I,Lady Gaga,Country,A,B,D,A,D,A,B,D,D,A,G,D,A,G,D,A
Grenade,Bruno Mars,Country,,,,,,,,,D,B-,F,C,D,B-,F,C
All American Girl,Carrie Underwood,Country,D,A,B,A,D,A,B,A,D,A,B,A,D,A,B,A
Wrecking Ball,Miley Cyrus,Country,D,F,C,G,,,,,F,C,D,B-,F,C,D,B-
Hurt,Johnny Cash,Country,,,,,,,,,A,F,C,G,A,F,C,G
The Nights,Avicii,Country,D#,D#,C#,D#,D#,D#,C#,D#,B,F#,C#,D#,C#,B,F#,C#
Fichtl's Lied,Die Woodys,Country,,,,,,,,,,,,,,,,
Ring of Fire,Johnny Cash,Country,,,,,,,,,D,C,G,D,C,G,G,G
The Gambler,Kenny Rogers,Country,E-,A-,E-,E-,E-,B-,E-,A-,E-,A-,E-,A-,E-,E-,B-,E-
Wagon Wheel,Old Crow Medicine Show,Country,A,E,F#,D,A,E,D,D,,,,,,,,
Goodbye Earl,Dixie Chicks,Country,C,F,C,G,C,F,C,G,C,F,C,G,F,C,F,C
You Know Me Better Than That,George Strait,Country,,,,,,,,,B-,C,F,B-,C,D,C,B-
Amazing Grace,Globus,Country,,,,,,,,,,,,,,,,
Don't Let's Talk About Lisa,Lonestar,Country,E,E,D,A,E,E,D,A,D,E,A,D,E,A,D,E
Give Me Love,Ed Sheeran,Country,,,,,,,,,D-,E-,G-,D-,E-,G-,D-,E-
Still The One,Shania Twain,Country,,,,,,,,,,,,,,,,
Hey Jude,Beatles,Country,,,,,,,,,F,C,C,C,C,F,B-,F
Dragon,Martin Garrix,Country,,,,,,,,,C,G,E-,F,C,G,E-,F
Cruise,Florida Georgia Line,Country,,,,,,,,,B-,F,G,E-,B-,F,G,E-
Bailamos,Enrique Iglesias,Country,A,D,G,F,A,A,D,G,A,F,C,G,E,A,G,F
Get Your Shine On,Florida Georgia Line,Country,,,,,,,,,F,C,G,A,F,C,G,A
Say My Name - Cosmo's Midnight Bootleg,Destiny's Child,Country,C,B,A,A,E,D,,,,,,,,,,
John Wayne,Lady Gaga,Country,B,A#,B,A#,E,E,D#,A#,B,A#,B,A#,E,D#,A#,B
The Chain,Fleetwood Mac,Country,E,B,D,C,E,,,,A,E,C,D,,,,
Jolene,Dolly Parton,Country,,,,,,,,,C#,C#,E,B,C#,B,B,C#
Even If It Breaks Your Heart,Eli Young Band,Country,F,G,C,F,C,G,F,G,F,C,A,G,F,C,A,G
In The Pines,Janel Drewis,Country,B-,B-,D-,E-,G-,D-,A-,B-,,,,,,,,
So Far To Go,J Dilla,Soul,,,,,,,,,,,,,,,,
California Soul,Marlena Shaw,Soul,D-,E-,D-,G-,D-,E-,D-,G-,,,,,,,,
Easy,Commodores,Soul,,,,,,,,,A-,C,B-,E-,A-,C,B-,E-
These Walls,Moss Kena,Soul,F#,E,D,B,F#,E,D,B,,,,,,,,
The Man,Aloe Blacc,Soul,,,,,,,,,G,G,G,D,D,E,E,E
Fallin',Alicia Keys,Soul,,,,,,,,,B,E,B,E,B,E,B,E
Like Water,Ladi6,Soul,D,D,A,C,,,,,B,A,B,A,,,,
Say It,Ne-Yo,Soul,,,,,,,,,A#,D#,D#,D#,A#,G#,A#,D#
Just the Two of Us,Grover Washington Jr and Bill Withers,Soul,,,,,,,,,D-,C,F,E-,E-,C,D-,C
Hometown Glory,Adele,Soul,,,,,,,,,B-,D-,D-,G-,B-,D-,D-,G-
Love Me,Jess Glynne,Soul,,,,,,,,,,,,,,,,
Turning Tables,Adele,Soul,,,,,,,,,C,C,A-,A-,E-,E-,F,C
Ain't No Sunshine,Bill Withers,Soul,,,,,,,,,A,E,G,A,G,A,E,G
Unfinished Sympathy,Massive Attack,Soul,G,C,G,C,A,A,A,D,,,,,,,,
Lean on Me,Bill Withers,Soul,,,,,,,,,,,,,,,,
Independent Women Part 1,Destiny's Child,Soul,,,,,,,,,F#,F#,F#,F#,F#,F#,B,B
I Feel Love,Donna Summer,Soul,,,,,,,,,C,E,F,G,C,E,F,G
Best Friend - Wave Racer Remix,Foster the People,Soul,,,,,,,,,,,,,,,,
Les Nuits,Nightmares On Wax,Soul,C,B-,A-,G,C,B-,A-,G,,,,,,,,
True Love,Ariana Grande,Soul,,,,,,,,,C,B-,G,A-,B-,F,B-,A-
Crazy,Gnarls Barkley,Soul,C,E-,A-,A-,G,G,,,G,C,C,C,C,C,E-,E-
Complicated,Avril Lavigne,Soul,F,D,B-,C,,,,,D,B-,F,C,D,B-,F,C
Sittin' Up In My Room,Brandy,Soul,,,,,,,,,F#,D#,G#,G#,C#,F#,D#,G#
Somebody Up There Likes Me,David Bowie,Soul,A,A,A,A,A,A,A,A,,,,,,,,
My Heart Will Go On,Celine Dion,Soul,E-,B-,A-,E-,B-,E-,B-,A-,C,B-,A-,B-,C,B-,A-,B-
When We Were Young,Adele,Soul,C,E-,A-,E-,F,E-,C,E-,E-,E-,A-,B-,E-,E-,A-,B-
Only Love Can Hurt Like This ,Paloma Faith,Soul,B-,B-,B-,B-,B-,B-,B-,B-,,,,,,,,
Comeback,Ella Eyre,Soul,,,,,,,,,B,C#,D#,F#,D#,G#,B,C#
Seven Days in Sunny June,Jamiroquai,Soul,A,F#,D,G#,G#,A,F#,D,B,F#,B,F#,F#,G#,A,D
Lover To Lover,Florence and the Machine,Soul,,,,,,,,,,,,,,,,
You Can Leave Your Hat On,Joe Cocker,Soul,,,,,,,,,,,,,,,,
Fall In Love With Me,Earth Wind and Fire,Soul,,,,,,,,,,,,,,,,
I'm Into You,Chet Faker,Soul,,,,,,,,,D,G,G,B-,C,D,D,G
Think,Aretha Franklin,Soul,,,,,,,,,B-,D,E-,B-,F,D,E-,B-
I Don't Want To Talk Without You,Barry Manilow,Soul,,,,,,,,,,,,,,,,
Always Be My Baby,Mariah Carey,Soul,,,,,,,,,E,E,A,E,D#,C#,G#,A
Treasure - Audien Remix,Bruno Mars,Soul,,,,,,,,,,,,,,,,
Far Away,Marsha Ambrosius,Soul,F#,E,A,B,F#,C#,A,B,,,,,,,,
My Everything,Ariana Grande,Soul,F#,F#,F#,F#,B,B,G#,G#,,,,,,,,
Vision of Love,Mariah Carey,Soul,C,C,F,E-,E-,C,G,C,C,D,F,G,C,C,C,E-
Respect,Aretha Franklin,Soul,,,,,,,,,F,F,F,F,F,F,F,F
Other Side of the Game,Erykah Badu,Soul,,,,,,,,,D-,A-,F,F,C,C,D-,A-
If We Hold On Together,Diana Ross,Soul,C,F,G,,,,,,C,E,F,G,C,E,F,G
What's Going On,Marvin Gaye,Soul,E,C#,E,C#,F#,B,B,,,,,,,,,
Inside My Love,Minnie Riperton,Soul,G-,B-,A-,G-,B-,A-,G-,B-,E-,A-,D-,F,D-,E-,A-,D-
Where Are U Now feat Justin Bieber - Grey Remix,Jack U,Soul,C,E,G,F,B,C,C,E,,,,,,,,
Fantasy,Aquarian Dream,Soul,,,,,,,,,,,,,,,,
Nowhere - I Can Go - Clara Hill Meets Atjazz,Clara Hill,Soul,,,,,,,,,,,,,,,,
Loud Places,Jamie xx,Soul,E,G#,D#,D#,E,G#,D#,D#,C#,G#,D,F#,C#,G#,F#,F#
Canned Heat,Jamiroquai,Soul,D,A,A,B-,B-,C,G,G,D,B-,G,G,D,B-,G,G
So Sick,Ne-Yo,Soul,,,,,,,,,D#,B,G#,C#,D#,B,G#,C#
430 am,Mitacoffee,Soul,B,E,F#,G#,B,B,E,F#,,,,,,,,
Word Up,Cameo,Soul,,,,,,,,,F#,E,D,D,E,E,F#,F#
Be Alright,Ariana Grande,Soul,,,,,,,,,C#,F#,G#,C#,G#,F#,G#,B
M83 - Wait Kygo Remix,M83-Kygo,Soul,,,,,,,,,B,G,D,D,D,A,,
The Giver - Reprise - Wave Racer Remix,Duke Dumont,Soul,,,,,,,,,,,,,,,,
Make You Feel My Love,Adele,Soul,B-,F,E-,E-,E-,B-,F,F,,,,,,,,
Fake Love,Blende,Soul,,,,,,,,,B-,B-,F,G-,G-,E-,G-,G-
Pay No Mind ft Passion Pit,Madeon,Soul,A-,B-,F,G-,A-,B-,F,G-,G-,B-,A-,D-,G-,G-,B-,A-
Ring My Bell,Anita Ward,Soul,,,,,,,,,C,F,C,F,C,F,C,G
Chasing Pavements,Adele,Soul,,,,,,,,,A-,G,C,F,F,F,G,B-
Mercy,Duffy,Soul,,,,,,,,,G,G,G,G,G,G,G,G
Summertime,George Gershwin,Soul,,,,,,,,,E,A,E,A,E,A,E,A
I Can't Help Myself,Four Tops,Soul,,,,,,,,,C,C,G,G,D,C,F,G
Skyscraper,Demi Lovato,Soul,,,,,,,,,G,C,E,D,G,C,E,D
A Little Bit Of Love,Brenda Russell,Soul,,,,,,,,,,,,,,,,
Lovin' You,Minnie Riperton,Soul,,,,,,,,,,,,,,,,
Beautiful,Christina Aguilera,Soul,E-,E-,C-,F,E-,E-,C-,F,A-,F,E-,E-,C-,A-,F,E-
Sign of the Times,CeeLo,Soul,,,,,,,,,C,E,A,F,B,C,G,G
Stone Cold,Demi Lovato,Soul,,,,,,,,,E-,A-,A-,A-,A-,A-,D-,D-
I Need A Dollar,Aloe Blacc,Soul,,,,,,,,,G#,F#,C#,G#,F#,C#,G#,F#
Candy Box - Interlude,AFTA-1,Soul,,,,,,,,,,,,,,,,
Where To Go Now,Eric Lau,Soul,,,,,,,,,,,,,,,,
The Glow of Love,Change,Soul,,,,,,,,,,,,,,,,
Kill Em With The Love,Galantis,Soul,,,,,,,,,G#,D#,E,B,G#,A#,G#,G#
St Patrick's Day,John Mayer,Soul,,,,,,,,,,,,,,,,
Here,Eric Lau,Soul,,,,,,,,,,,,,,,,
No No No Part 1,Destiny's Child,Soul,,,,,,,,,F,F,G,G,F,G,F,F
No No No Part 2,Destiny's Child,Soul,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Feeling Good,Nina Simone,Soul,G,G,G,G,E-,E-,G,G,,,,,,,,
You've Got The Love,Florence and the Machine,Soul,,,,,,,,,G#,F#,C#,C#,C#,G#,F#,C#
Sinful ft I See Monstas,Mat Zo,Soul,,,,,,,,,E-,D,C,F,G,G,E-,D
Sail On,Commodores,Soul,D,E,E,D,D,E,E,D,D-,D-,G-,D-,G-,A-,D-,D-
Let's Get It On,Marvin Gaye,Soul,E-,G,A-,B-,E-,G,A-,B-,E-,G,A-,B-,E-,G,A-,B-
Unluck,James Blake,Soul,,,,,,,,,,,,,,,,
Virtual Insanity,Jamiroquai,Soul,,,,,,,,,,,,,,,,
PrimeTime ft Miguel,Janelle Monae,Soul,,,,,,,,,,,,,,,,
Miracle,Kimbra,Soul,,,,,,,,,F#,B,E,D#,D#,E,F#,B
Hello,Adele,Soul,,,,,,,,,F,D-,A-,E-,F,D-,A-,E-
Put Your Records On,Corinne Bailey Rae,Soul,,,,,,,,,A,A,A,G#,G#,G#,E,E
No Sleeep,Janet Jackson,Soul,,,,,,,,,D,A,D,A,D,A,D,A
Medianos,AFTA-1,Soul,,,,,,,,,,,,,,,,
B-A-B-Y,Carla Thomas,Soul,,,,,,,,,,,,,,,,
